"";"dorama_id";"dorama_title"
"635";39704;"Saturday Night Live Korea"
"636";39711;"Healer"
"637";39737;"The Genius"
"638";39755;"Mnet Asian Music Awards (MAMA)"
"639";39767;"Model"
"640";39799;"Golden Timе"
"641";39819;"Punch (2014)"
"642";39828;"Pororo The Little Penguin"
"643";39858;"Match Made in Heaven"
"644";39998;"Ad Madness"
"645";40219;"Tender Hearts"
"646";40289;"Good News (KR)"
"647";40290;"Popcorn (KR)"
"648";40948;"Like Father, Unlike Son"
"649";41524;"Maids"
"650";41525;"Seonam Girls High School Investigators"
"651";41624;"Family Outing [aka The Family Is Coming]"
"652";41633;"Kill Me, Heal Me"
"653";41634;"Persevere, Goo Hae Ra"
"654";41675;"Heart to Heart"
"655";41677;"Fabulous Neighbor"
"656";41678;"Spy (SK)"
"657";41679;"Iron Lady Cha"
"658";41865;"Hyde, Jekyll, Me"
"659";41866;"My Heart Twinkle Twinkle"
"660";41867;"Shine or Go Crazy"
"661";41868;"City of the Sun"
"662";41906;"Style Log"
"663";41979;"I Summon You, Gold"
"664";41984;"2NE1 TV"
"665";42017;"The Dawn of the Empire"
"666";42084;"Команда Зеро"
"667";42094;"VIXX File"
"668";42117;"Ho Goo's Love"
"669";42125;"NO.MERCY (노머시)"
"670";42131;"Да здравствует любовь!"
"671";42132;"Unpretty Rapstar"
"672";42151;"Amazing f(x)"
"673";42175;"Blood"
"674";42189;"Heard It Through the Grapevine"
"675";42191;"Dream Knight"
"676";42234;"Jingbirok"
"677";42235;"Bluebird House"
"678";42236;"Unkind Women"
"679";42311;"VIXX One Fine Day"
"680";42387;"Око дьявола"
"681";42412;"Super Junior Mini-Drama"
"682";42417;"Super Junior Full House"
"683";42430;"Mnet Band of Brothers"
"684";42449;"Healing Camp, Aren't You Happy"
"685";42462;"Super Junior-M Guest House"
"686";42539;"The Girl Who Can See Smells"
"687";42544;"VIXX Plan V Diary"
"688";42564;"Super Daddy Yeol"
"689";42636;"Singer Game (Mnet)"
"690";42672;"Falling for Innocence"
"691";42684;"Angry Mom"
"692";42718;"The Lover"
"693";42732;"Idol Star Athletics Championships"
"694";42750;"Missing Noir M"
"695";42768;"EXO Next Door"
"696";42771;"Let’s Eat 2"
"697";42777;"Where Is My Friend's Home"
"698";42780;"My Unfortunate Boyfriend"
"699";42783;"I Can See Your Voice"
"700";42787;"GIANT"
"701";42793;"Fluttering India"
"702";42804;"Let's Go Dream Team (출발 드림팀)"
"703";42835;"Thank You My Son"
"704";42845;"VIXX TV"
"705";42892;"Paemilli"
"706";42895;"Potato Star 2013QR3"
"707";42914;"Hyuna Free Month"
"708";42921;"Comrades"
"709";42922;"The Musical"
"710";42943;"Invincible Youth"
"711";42947;"Eyes of Dawn"
"712";42958;"Shark"
"713";42962;"Flower of the Queen"
"714";42965;"A Divorce Lawyer in Love"
"715";42980;"MATCH UP: Block B Returns"
"716";42989;"All My Love"
"717";42992;"Signal B - Block B"
"718";43018;"Dr. Mo Clinic"
"719";43033;"The Chaser"
"720";43044;"School 2015: Who Are You?"
"721";43053;"Producer"
"722";43069;"Dream (SBS)"
"723";43070;"Kang Goo's Story"
"724";43081;"One Mom and Three Dads"
"725";43082;"Vampire's Flower"
"726";43084;"Ex-Girlfriend Club"
"727";43099;"Orange Marmalade"
"728";43101;"Bang Ja Chronicles"
"729";43103;"SIXTEEN (JYP)"
"730";43134;"Dating Alone"
"731";43141;"Partner"
"732";43158;"When It's At Night"
"733";43159;"Jumping Girl"
"734";43160;"Road Number One"
"735";43172;"Mackerel Run"
"736";43206;"Little Mom Scandal"
"737";43210;"Masked Prosecutor"
"738";43222;"Warm and Cozy"
"739";43231;"The Girl at Midnight"
"740";43271;"U-Turn"
"741";43272;"Holy Land"
"742";43274;"Hwajung"
"743";43291;"Telecinema"
"744";43308;"Plus Nine Boys"
"745";43335;"Problematic Men (문제적남자)"
"746";43339;"Swallow the Sun"
"747";43353;"Love Cells"
"748";43362;"Music Video Drama"
"749";43370;"I Love Lee Tae Ri"
"750";43371;"Han River Ballad"
"751";43374;"Hello Counselor (안녕하세요)"
"752";43382;"Mask"
"753";43421;"High Society"
"754";43442;"My Love Eun Dong"
"755";43458;"Feel So Goods"
"756";43472;"MTV Beast Almighty"
"757";43497;"My Beautiful Bride"
"758";43529;"4 Things Show"
"759";43555;"Birth Of A Family"
"760";43584;"Seventeen Project"
"761";43636;"Hidden Identity"
"762";43655;"Remember You"
"763";43699;"Girl of 0AM"
"764";43733;"Hyoyeon's Million Likes"
"765";43755;"The Time We Were Not in Love"
"766";43780;"We broke up"
"767";43794;"My Love Eundong - The Beginning"
"768";43795;"King of Mask Singer"
"769";43813;"f(x) Koala"
"770";43815;"Hello f(x)"
"771";43817;"Oh My Ghostess"
"772";43818;"Beast Idol Maid"
"773";43819;"Happy Together (TV-show)"
"774";43827;"Fall in Love with Soon-Jung"
"775";43852;"100 Points Out of 100"
"776";43856;"The Return of Hwang Geum Bok"
"777";43858;"Scholar Who Walks the Night"
"778";43863;"Smile, Dong Hae"
"779";43873;"Bachelor's Vegetable Store"
"780";43912;"B1A4 One Fine Day"
"781";43941;"Sasohan Dojeon 60-cho"
"782";43946;"Hot blood (JYP)"
"783";43949;"Assembly"
"784";43957;"I Order For You"
"785";43966;"Sesame Player"
"786";43973;"Scent of A Man"
"787";43982;"One Sunny Day"
"788";43995;"ToppDogg 3 Days of Summer in Japan"
"789";44002;"Kara Project"
"790";44027;"Heart a tag"
"791";44030;"A Song For You"
"792";44077;"Tae Wang Sa Shin Gi"
"793";44117;"Yong Pal"
"794";44118;"Super Junior One Fine Day"
"795";44124;"Mrs. Cop"
"796";44133;"EXID Showtime"
"797";44184;"Prince's Prince"
"798";44214;"Last"
"799";44228;"Make a Woman Cry"
"800";44232;"Apink's Showtime"
"801";44270;"Poseidon"
"802";44353;"Twenty Again"
"803";44355;"The Virtual Bride"
"804";44379;"I Have a Lover"
"805";44426;"I am A Man (나는 남자다)"
"806";44458;"D-Day"
"807";44459;"She Was Pretty"
"808";44475;"Late Night Restaurant"
"809";44476;"Dong Yi"
"810";44477;"Six Flying Dragons"
"811";44478;"All About My Mom"
"812";44483;"Because It's the First Time"
"813";44497;"Cheer Up!"
"814";44510;"The Village: Achiara's Secret"
"815";44561;"Save the Family"
"816";44573;"Mom"
"817";44609;"Noble, My Love"
"818";44615;"My Daughter, Geum Sa Wol"
"819";44616;"Glamorous Temptation"
"820";44621;"Nice Guy"
"821";44622;"Falling for Innocence"
"822";44662;"Cruel Palace - War of Flowers"
"823";44663;"Heaven's Will: The Fugitive of Joseon"
"824";44744;"Heartless City"
"825";44753;"My Love from Another Star"
"826";44785;"Channel Girls' Generation"
"827";44867;"Yaksha"
"828";44897;"Bubblegum"
"829";44938;"The Awl"
"830";44980;"Answer Me 1988"
"831";45008;"Yellow Boots"
"832";45031;"Daily Taeng9 Cam"
"833";45114;"The Merchant: Gaekju 2015"
"834";45132;"A Daughter Just Like You"
"835";45134;"Crime Scene"
"836";45138;"Exactly What's Going On"
"837";45159;"Beautiful You"
"838";45163;"Secret Message"
"839";45176;"Miss Mamma Mia"
"840";45212;"f(x)=1cm"
"841";45251;"Oh My Venus"
"842";45263;"Boys Over Flowers"
"843";45276;"Two Yoo Project: Sugar Man"
"844";45277;"Please Take Care of My Refrigerator"
"845";45278;"Lee Soo Geun and Kim Byung Man's High Society"
"846";45284;"Answer Me 1997"
"847";45285;"I Remember You"
"848";45310;"Take Care of the Young Lady"
"849";45316;"Witch's Romance"
"850";45328;"INFINITE Showtime"
"851";45346;"A Well Grown Daughter, Hana"
"852";45365;"Imaginary Cat"
"853";45397;"Remember - War of the Son"
"854";45398;"Cheese in the Trap"
"855";45405;"The Dearest Lady"
"856";45425;"Splash Splash Love"
"857";45443;"Moorim School"
"858";45444;"Mr. Back"
"859";45462;"Will It Snow at Christmas?"
"860";45560;"The Equator Man"
"861";45568;"Prince Hours"
"862";45873;"Bad Couple"
"863";45890;"Road No. 1"
"864";45891;"President"
"865";45904;"Friend, Our Legend"
"866";45993;"Peninsula"
"867";45995;"Eve's Love"
"868";46004;"Everybody, Kimchi!"
"869";46005;"Mama - Nothing to Fear"
"870";46012;"Single Minded Dandelion"
"871";46028;"Family Secrets"
"872";46040;"Love & Secret"
"873";46051;"Punch"
"874";46058;"Detectives of Seonam Girls' High School"
"875";46110;"City Hunter"
"876";46484;"The 3rd Hospital"
"877";46934;"Who Are You?"
"878";47049;"Sweet Home, Sweet Honey"
"879";47050;"Empire of Gold"
"880";47086;"TV Novel: The Stars Are Shining"
"881";47319;"You Are So Pretty"
"882";47342;"Gunman in Joseon"
"883";47343;"Victory for Tomorrow"
"884";47352;"The Mother and Daughter in Law"
"885";47377;"아내가 뿔났다 (Angry Wife)"
"886";47637;"Jang Young Shil"
"887";47638;"Descendants of the Sun"
"888";47639;"One More Happy Ending"
"889";47641;"Goodbye Mr. Black"
"890";47642;"Witch's Castle"
"891";47643;"Yeah, That's How It Is"
"892";47929;"Riders: Get Tomorrow"
"893";47989;"Twelve Men in a Year"
"894";47996;"3 Days"
"895";48002;"Uncontrollably Fond"
"896";48041;"My Son-in-Law's Woman"
"897";48076;"Jumong"
"898";48119;"The Slave Hunters"
"899";48185;"MONSTA X's Right Now"
"900";48205;"Crime Squad"
"901";48213;"Signal"
"902";48216;"Madame Antoine"
"903";48225;"Local Hero"
"904";48229;"Cheers to Me"
"905";48266;"Produce 101"
"906";48288;"Iron Man"
"907";48297;"Sweet Temptation"
"908";48326;"Horse Doctor"
"909";48352;"High-end Crush"
"910";48365;"Heaven's Promise"
"911";48383;"Vampire Detective"
"912";48412;"Page Turner"
"913";48444;"Start Love"
"914";48474;"Choco Bank"
"915";48490;"Come Back, Mister"
"916";48557;"Happy Home"
"917";48579;"Marriage Contract"
"918";48623;"TWICE Private Life"
"919";48627;"No Mercy"
"920";48633;"Falling for Challenge"
"921";48635;"Monster"
"922";48705;"Pied Piper"
"923";48731;"The Flatterer"
"924";48743;"My Lovely Girl"
"925";48748;"All is Well"
"926";48764;"Jackpot"
"927";48782;"Nightmare Teacher"
"928";48784;"Memory"
"929";48789;"Celebrity Bromance"
"930";48795;"Flower Boy Ramen Shop"
"931";48805;"Bad Tempered Grown-ups"
"932";48811;"Discovery of Romance"
"933";48834;"Bolder by the Day"
"934";48873;"Bad Love"
"935";48874;"Bubblegum Crisis"
"936";48897;"My Lawyer, Mr. Jo"
"937";48908;"Hot Blood"
"938";48924;"Five Children"
"939";48940;"Match Up BLOCK B and B1A4"
"940";48945;"Brain"
"941";48949;"Match Up Special: Block B in Japan"
"942";48969;"Master: God of Noodles"
"943";48992;"My Little Baby"
"944";49008;"Dating Agency: Cyrano"
"945";49009;"Man of Honor"
"946";49029;"Entertainer"
"947";49031;"Dae Jo Yeong"
"948";49060;"Lucky Romance"
"949";49064;"Flower Boys Next Door"
"950";49072;"The Birth of the Rich"
"951";49073;"The Thorn Birds"
"952";49095;"1% of Anything"
"953";49123;"NCT Life"
"954";49158;"God of Study"
"955";49198;"History Panda Plan"
"956";49199;"Half-moon Friends"
"957";49205;"Doctors"
"958";49209;"Another Oh Hae Young"
"959";49210;"Moonlight Drawn by Clouds"
"960";49216;"Standby I.O.I"
"961";49232;"Mirror of the Witch"
"962";49233;"Babysitter"
"963";49238;"Heaven and Earth"
"964";49286;"Let's Fight Ghost"
"965";49287;"Delightful Girl, Choon Hyang"
"966";49290;"Midas"
"967";49293;"The Great King, Sejong"
"968";49296;"Dear My Friends"
"969";49322;"Beautiful Gong Shim"
"970";49329;"My Daughter Seo Young"
"971";49330;"The Flower in Prison"
"972";49345;"Cinderella's Sister"
"973";49368;"Heartstrings"
"974";49399;"Smile, You"
"975";49453;"Police Unit 38"
"976";49468;"Myung Wol the Spy"
"977";49473;"Cloud Stairs"
"978";49480;"Several Questions That Make Us Happy"
"979";49483;"Oh! Pil Seung and Bong Soon Young"
"980";49495;"Pure Love"
"981";49505;"Ojakgyo Brothers"
"982";49507;"Two Mothers"
"983";49511;"Cinderella Man"
"984";49517;"Someday"
"985";49523;"Cheer Up, Mr. Kim!"
"986";49532;"Until We Can Love"
"987";49537;"Kimcheed Radish Cubes"
"988";49547;"What Happens to My Family?"
"989";49551;"Medical Gibang Cinema"
"990";49559;"The Queen of Office"
"991";49571;"Pentagon Maker"
"992";49581;"Jeon Woo Chi"
"993";49611;"Beautiful Mind"
"994";49613;"Sweet 18"
"995";49616;"Housewife's Rebellion"
"996";49619;"The Iron Empress"
"997";49625;"Baek Hee Has Returned"
"998";49631;"My Life's Golden Age"
"999";49635;"Unexpected You"
"1000";49637;"TV Novel: Stepmother"
"1001";49639;"1 Night 2 Days"
"1002";49640;"Life is Beautiful"
"1003";49649;"Real Men"
"1004";49650;"Wanted"
"1005";49660;"My Mom! Super Mom!"
"1006";49668;"Invincible Parachute Agent"
"1007";49675;"Rock Rock Rock"
"1008";49676;"Call of the Country"
"1009";49678;"Witch Yoo Hee"
"1010";49684;"Duet Song Festival"
"1011";49705;"d.o.b: Dance or Band"
"1012";49747;"The Invisible Man"
"1013";49758;"Love & Marriage"
"1014";49812;"The Unusual Family"
"1015";49813;"A Look at Myself"
"1016";49821;"Taste of Others"
"1017";49824;"Padam Padam"
"1018";49838;"Kyung Sook's Father"
"1019";49845;"The Bride Mask"
"1020";49860;"The Women of Our Home"
"1021";49866;"Tokyo Shower"
"1022";49883;"TV Novel: Sam Saeng"
"1023";49892;"Ruby Ring"
"1024";49904;"I'll Give You Everything"
"1025";49913;"Jealousy Incarnate"
"1026";49920;"I Believe in Love"
"1027";49922;"The Good Wife"
"1028";49945;"The Devil"
"1029";49950;"W"
"1030";49965;"Little Girl Detective"
"1031";49983;"The Legend of the Blue Sea"
"1032";49984;"On the Way to the Airport"
"1033";49986;"Age of Youth"
"1034";49994;"Moon Lovers: Scarlet Heart Ryeo"
"1035";50011;"Fan Heart Attack Idol TV"
"1036";50028;"Happiness in the Wind"
"1037";50054;"Entourage"
"1038";50055;"Hero"
"1039";50087;"Invincible Lee Pyung Kang"
"1040";50091;"The Queen Returns"
"1041";50092;"I'm Going to Touch You"
"1042";50093;"Cinderella and the Four Knights"
"1043";50095;"Immutable Law of First Love"
"1044";50116;"Sharp"
"1045";50122;"Tomorrow Boy"
"1046";50123;"Sang Doo, Let's Go to School"
"1047";50144;"Resurrection"
"1048";50214;"The Woman Who Still Wants to Marry"
"1049";50215;"Destined to Love"
"1050";50239;"Likeable or Not"
"1051";50254;"Devil's Diary"
"1052";50274;"Second to Last Love"
"1053";50277;"The Collaboration"
"1054";50303;"Running"
"1055";50319;"Incomplete Life"
"1056";50323;"A Better Tomorrow"
"1057";50325;"Lily Fever"
"1058";50342;"Women's Secret"
"1059";50345;"Star's Echo"
"1060";50352;"Boys24"
"1061";50358;"Hwarang"
"1062";50376;"Evasive Inquiry Agency"
"1063";50378;"Liar Game"
"1064";50381;"Puck!"
"1065";50383;"Missing Korea"
"1066";50385;"Our Gab Soon"
"1067";50397;"Key's Knowhow"
"1068";50412;"Drinking Solo"
"1069";50421;"I Live Alone"
"1070";50422;"Hit the Stage"
"1071";50431;"Ohlala Couple"
"1072";50444;"Rising! Up10tion"
"1073";50452;"Love on a Rooftop"
"1074";50453;"Special Crime Investigation"
"1075";50459;"My Love, Madame Butterfly"
"1076";50465;"Sword and Flower"
"1077";50478;"BTS Bon Voyage"
"1078";50496;"TV Novel: Dear My Sister"
"1079";50507;"Moon Embracing the Sun"
"1080";50514;"Sistar Showtime"
"1081";50515;"Mamamoo x GFriend Showtime"
"1082";50522;"The K2"
"1083";50526;"Woman with a Suitcase"
"1084";50527;"Weightlifting Fairy Kim Bok Joo"
"1085";50544;"You Are a Gift"
"1086";50547;"Get It Beauty"
"1087";50554;"Sad Goodbye"
"1088";50574;"I'm Glad I Loved You"
"1089";50580;"Fantastic"
"1090";50582;"Police"
"1091";50585;"Color of Woman"
"1092";50594;"Spark"
"1093";50718;"Salamander Guru"
"1094";50725;"The Great Seer"
"1095";50740;"Love and Obsession"
"1096";50744;"The Wedding Scheme"
"1097";50774;"Korea's Next Top Model"
"1098";50792;"Shopping King Louie"
"1099";50818;"beautiology101"
"1100";50859;"Childless Comfort"
"1101";50866;"Scan2Go"
"1102";50881;"After the Show Ends"
"1103";50887;"That Fool"
"1104";50889;"Bad Boys"
"1105";50900;"TV Novel: That Sun in the Sky"
"1106";50931;"Aftermath"
"1107";50940;"Blow Breeze"
"1108";50954;"You're My Oppa"
"1109";50970;"Please Marry Me"
"1110";50977;"She is 200 Years Old"
"1111";50996;"Secret Campus"
"1112";51013;"Standby"
"1113";51020;"Wang's Family"
"1114";51029;"Sweet Stranger and Me"
"1115";51075;"Sister's Slam Dunk"
"1116";51076;"Girl Spirit"
"1117";51093;"Dad! Where Are We Going?"
"1118";51094;"My Neighbor, Charles"
"1119";51095;"Gag Concert"
"1120";51124;"The Sons of Sol Pharmacy House"
"1121";51125;"The Gentlemen of Wolgyesu Tailor Shop"
"1122";51133;"Enchanted BASTARZ"
"1123";51136;"Sseom with Block B"
"1124";51139;"Something About 1%"
"1125";51157;"Youth Over Flowers"
"1126";51166;"[M2] Let's play with Block B"
"1127";51167;"Live idol TV - Private life"
"1128";51206;"Saimdang, Light's Diary"
"1129";51216;"The Greatest Thing in the World"
"1130";51274;"My Wife's Having an Affair This Week"
"1131";51276;"Goblin"
"1132";51298;"Star Show 360"
"1133";51337;"Alien Sam"
"1134";51361;"Maps"
"1135";51372;"Father, I'll Take Care of You"
"1136";51378;"Advocate"
"1137";51391;"The Day After We Broke Up"
"1138";51394;"Positive Physique"
"1139";51401;"Momin's Room"
"1140";51411;"Unstoppable High Kick"
"1141";51429;"Ask Us Anything"
"1142";51430;"Hip Hop Tribe 2 : Game of Thrones"
"1143";51431;"Law of the Jungle"
"1144";51439;"Hyuna x19"
"1145";51441;"Romantic Doctor, Teacher Kim"
"1146";51443;"Jung Yak Yong"
"1147";51465;"Working Mom Parenting Daddy"
"1148";51469;"Great Inheritance"
"1149";51472;"Twice TV"
"1150";51491;"Hero"
"1151";51495;"Advertising Genius Lee Tae Baek"
"1152";51496;"Hair Show"
"1153";51525;"Snow Lotus"
"1154";51533;"Goodbye Wife"
"1155";51534;"Couple Breaking"
"1156";51540;"Bangtan Bomb"
"1157";51556;"GOT7 on V app"
"1158";51557;"GOT7's Hard Carry"
"1159";51558;"GOT7ing"
"1160";51571;"You Are My Destiny"
"1161";51585;"My Fair Lady"
"1162";51586;"Voice"
"1163";51590;"What's Up with These Kids!?"
"1164";51602;"The Sound of Your Heart"
"1165";51603;"Night Light"
"1166";51634;"Hot Brain: Problematic Men"
"1167";51635;"Missing You"
"1168";51652;"Ice World"
"1169";51670;"90 Days of Love"
"1170";51685;"Society Game"
"1171";51686;"Ambition"
"1172";51688;"B.A.P's One Fine Day"
"1173";51699;"Idols on Fire Jung.Dae.Man"
"1174";51710;"WINNER TV"
"1175";51741;"Golden Pouch"
"1176";51747;"BTS on V App"
"1177";51749;"BTS Gayo"
"1178";51750;"GOT7's Confession"
"1179";51763;"My Love"
"1180";51798;"First Kiss for the Seventh Time"
"1181";51799;"Love for a Thousand More"
"1182";51809;"To Be Continued"
"1183";51820;"Drawing, Spring"
"1184";51874;"Mari and Me"
"1185";51885;"The Miracle"
"1186";51901;"My Romantic Some Recipe"
"1187";51917;"Jang Ok Jung"
"1188";51919;"Solomon's Perjury"
"1189";51940;"ASTRO Project"
"1190";51941;"Gfriend Loves Europe"
"1191";51950;"First Love Again"
"1192";51959;"TV Novel: Big Sister"
"1193";51994;"Golden Fishery"
"1194";51995;"Love is Drop by Drop"
"1195";51996;"Person Who Gives Happiness"
"1196";52003;"Introverted Boss"
"1197";52008;"Lipstick Prince"
"1198";52009;"First Love"
"1199";52018;"Rude Miss Young Ae"
"1200";52027;"My Old Friend"
"1201";52039;"Angel in My Heart"
"1202";52041;"Tree of Heaven"
"1203";52043;"Argon"
"1204";52096;"Missing Nine"
"1205";52105;"Tomorrow with You"
"1206";52115;"Click Your Heart"
"1207";52127;"Queen In Hyun's Man"
"1208";52135;"Seventeen One Fine Day"
"1209";52150;"Star King"
"1210";52154;"Bong Soon – a Cyborg in Love"
"1211";52169;"The Snow Queen"
"1212";52173;"Monsta X-ray"
"1213";52188;"Secretly, Greatly"
"1214";52192;"Trick & True"
"1215";52199;"Strong Woman Do Bong Soon"
"1216";52201;"Defendant"
"1217";52206;"101st Proposal"
"1218";52211;"Hot and Sweet"
"1219";52223;"Soon Shim"
"1220";52230;"Apartment"
"1221";52231;"Chief Kim"
"1222";52232;"Rebel: Thief Who Stole the People"
"1223";52241;"Ruby Ruby Love"
"1224";52243;"Run! BTS!"
"1225";52253;"Naked Fireman"
"1226";52258;"ASTRO OK! Ready"
"1227";52279;"Birth Secret"
"1228";52282;"Golden Tambourine"
"1229";52288;"Don't Hesitate"
"1230";52294;"Brother Disappeared"
"1231";52297;"Attic Cat"
"1232";52320;"Love in Your Bosom"
"1233";52337;"Invitation"
"1234";52340;"Secret Love"
"1235";52341;"When a Man Falls in Love"
"1236";52342;"The Universe's Star"
"1237";52343;"Romance Full of Life"
"1238";52344;"Queen of the Ring"
"1239";52355;"New Journey to the West"
"1240";52358;"Lovelyz in Wonderland"
"1241";52364;"Ruler: Master of the Mask"
"1242";52365;"Topp Dogg: All-Kill"
"1243";52375;"Show Me the Money"
"1244";52391;"Found You, Oh My Girl"
"1245";52424;"Beating Heart"
"1246";52446;"Temptation"
"1247";52450;"Strong Family"
"1248";52455;"88 Street"
