;dorama_id;dorama_title;overall_rating;watching;seasons;year;genres;Type;doramatv
246;41634;Persevere, Goo Hae Ra;3,77;183;1;2015;{32,7};1;http://doramatv.ru/persevere__goo_hae_ra
247;34033;Medical Top Team;4,06;195;1;2013;{35,7};1;http://doramatv.ru/medical_top_team
248;48474;Choco Bank;3,97;185;1;2016;{6,7,1};1;http://doramatv.ru/choco_bank
249;48579;Marriage Contract;4,18;181;1;2016;{7,6};1;http://doramatv.ru/marriage_contract
250;32418;Warrior Baek Dong Soo;4,16;179;1;2011;{6,4};1;http://doramatv.ru/warrior_baek_dong_soo
251;35443;K-pop Star;4,16;179;4;2011;\N;0;http://doramatv.ru/k_pop_star
252;38570;5 Minute Before Chaos;4,58;186;1;2014;{37,1,38,32};0;http://doramatv.ru/block_b___5_minutes_before_chaos
253;45328;INFINITE Showtime;4,71;178;1;2015;\N;0;http://doramatv.ru/showtime_infinite
254;48185;MONSTA X's Right Now;4,73;186;1;2016;\N;0;http://doramatv.ru/monsta_x_s_right_now
255;48782;Nightmare Teacher;4,18;192;1;2016;{6,25};1;http://doramatv.ru/nightmare_teacher
256;37155;Showtime: Burning the Beast;4,55;178;1;2014;{34,48,32,1,37};0;http://doramatv.ru/showtime___burning_the_beast
257;32345;You're the Best, Lee Soon Shin;3,7;175;1;2013;{10,1};1;http://doramatv.ru/lee_soon_shin_is_the_best
258;48352;High-end Crush;3,98;175;1;2015;{6,7};1;http://doramatv.ru/high_end_crush
259;42965;A Divorce Lawyer in Love;3,57;174;1;2015;{7,6,1};1;http://doramatv.ru/divorce_lawyer_in_love
260;33519;Bridal Mask;4,1;179;1;2012;{4,45,6};1;http://doramatv.ru/bridal_mask
261;39538;90:2014;4,03;173;1;2014;{37,32};0;http://doramatv.ru/k_pop_time_slip__exo_90_2014
262;38017;Finding True Love;3,82;172;1;2014;{7,1};1;http://doramatv.ru/discovery_of_love
263;33730;When a Man Loves;3,64;176;1;2013;{7,6};1;http://doramatv.ru/when_a_man_loves
264;30788;Can You Hear My Heart?;3,97;170;1;2011;{10,7,6};1;http://doramatv.ru/can_you_hear_my_heart
265;34877;King of Baking, Kim Tak Goo;4,15;176;1;2010;{7,113,6,10};1;http://doramatv.ru/king_of_baking__kim_tak_goo
266;41678;Spy (SK);3,39;172;1;2015;{4,10,7,26};1;http://doramatv.ru/spy
267;38547;The Three Musketeers (SK);3,87;169;3;2014;{45,7,36,5,4,6};1;http://doramatv.ru/the_three_musketeers
268;31360;Ta-Dah! It's B.A.P;4,19;162;1;2012;{54,1};0;http://doramatv.ru/ta_dah__it_s_b_a_p
269;34025;The Secret Angel;3,55;156;1;2012;{7,6,1,12,25};1;http://doramatv.ru/the_secret_angel
270;34226;God's Quiz;4,49;180;4;2010;{35,25,28};1;http://doramatv.ru/god_s_quiz
271;36056;Mimi;3,78;162;1;2014;{7};1;http://doramatv.ru/mimi
272;44609;Noble, My Love;4,03;156;1;2015;{6,7};1;http://doramatv.ru/noble__my_love
273;33131;Jang Ok Jung, Living in Love;4,23;171;1;2013;{6,7,45};1;http://doramatv.ru/jang_ok_jung__living_in_love
274;49199;Half-moon Friends;4,82;158;1;2016;\N;0;http://doramatv.ru/half_moon_friends
275;35352;Hello Baby;4,2;157;7;2009;{10,1,18,37};0;
276;48266;Produce 101;4,02;160;1;2016;\N;0;http://doramatv.ru/produce_101
277;47641;Goodbye Mr. Black;3,65;151;1;2016;{26,6,7};1;http://doramatv.ru/goodbye_mr__black
278;51441;Romantic Doctor, Teacher Kim;4,2;154;1;2016;{7,35,6};1;http://doramatv.ru/romantic_doctor__teacher_kim
279;48789;Celebrity Bromance;4,47;155;1;2016;\N;0;http://doramatv.ru/celebrity_bromance
280;37248;Grandpas Over Flowers Investigation Team;4,08;154;1;2014;{28,1};1;http://doramatv.ru/grandpas_over_flowers_investigation_team
281;2559;Princess Hours;3,84;154;1;2006;{6};1;http://doramatv.ru/palace
282;37706;After School Club;3,86;149;1;2013;{1,32,54,38,37};0;http://doramatv.ru/after_school_club
283;39458;Valid Love;3,38;146;1;2014;{7};1;http://doramatv.ru/valid_love
284;42793;Fluttering India;4,36;143;1;2015;{50,37};0;http://doramatv.ru/fluttering_india
285;48764;Jackpot;3,96;145;1;2016;{45,6};1;http://doramatv.ru/jackpot
286;49922;The Good Wife;4,39;238;1;2016;{6};1;http://doramatv.ru/the_good_wife
287;36061;Three Days;3,94;148;1;2014;{26,7,36,25,28,4};1;http://doramatv.ru/3_days
288;49123;NCT Life;4,52;145;4;2016;\N;0;
289;32065;Family Outing;4,47;148;2;2008;{1};0;http://doramatv.ru/family_outing
290;42311;VIXX One Fine Day;4,59;137;1;2015;{34,37,1};0;http://doramatv.ru/vixx_one_fine_day
291;49650;Wanted;4,39;144;1;2016;{28,6,26,4};1;http://doramatv.ru/wanted
292;37723;Wild Romance;3,76;137;1;2012;{26,1,6,7};1;http://doramatv.ru/wild_romance
293;43082;Vampire's Flower;3,31;147;1;2014;{12,6};1;http://doramatv.ru/vampire_s_flower
294;32858;Barefoot Friends;3,69;135;1;2013;{50,37,1};0;http://doramatv.ru/barefoot_friends
295;1352;Goong S;3,3;146;1;2007;{6,1};1;http://doramatv.ru/goong_s
296;35725;The thousandth man;3,51;136;1;2012;{6,12,7};1;http://doramatv.ru/the_thousandth_man
297;39387;Mr. Baek;3,86;133;1;2014;\N;1;http://doramatv.ru/mr__back
298;43636;Hidden Identity;3,91;134;1;2015;{4,26,28};1;http://doramatv.ru/hidden_identity
299;33915;Operation Proposal;3,52;131;1;2012;{7,6,12};1;http://doramatv.ru/operation_love__korea
300;39551;I Do, I Do;3,61;130;1;2012;{1,7};1;http://doramatv.ru/i_do__i_do
301;35052;One Well-Raised Daughter;3,81;142;1;2013;{7,10};1;http://doramatv.ru/a_well_grown_daughter__hana
302;38561;The Return of Superman;4,42;134;1;2013;{1,10,18,37};0;http://doramatv.ru/return_of_superman
303;42750;Missing Noir M;4,27;140;1;2015;{4,26,28};1;http://doramatv.ru/missing_noir_m
304;43231;The Girl at Midnight;3,72;126;1;2015;{7,1};1;http://doramatv.ru/midnight_s_girl
305;6655;Que Sera, Sera;3,78;126;1;2007;{7,6};1;http://doramatv.ru/que_sera__sera
306;32878; She is WOW;3,3;130;1;2013;{1,6,7,28};1;http://doramatv.ru/she_is_wow
307;34034;Cheo Yong;3,8;143;2;2014;{26,30,28,4};1;http://doramatv.ru/the_ghost_seeing_detective_cheo_yong
308;43442;My Love Eun Dong;3,86;125;1;2015;{6,7};1;http://doramatv.ru/my_love_eun_dong
309;31588;Vampire idol;3,87;134;1;2011;{1,12};1;http://doramatv.ru/vampire_idol
310;39605;Rookie King: Channel Bangtan;4,6;128;1;2013;{37,2};0;http://doramatv.ru/rookie_king_bangtan_boys___channel_bangtan
311;36796;Hello My Teacher;3,85;128;1;2005;{1,7,6};1;http://doramatv.ru/hello_my_teacher
312;37640;The Joseon Shooter;3,72;122;1;2014;{7,45,6};1;http://doramatv.ru/the_joseon_shooter
313;32444;The Queen's Classroom;4,18;133;1;2013;{18,2,6,1};1;http://doramatv.ru/the_queen_s_classroom__korea
314;41867;Shine or Go Crazy;3,93;124;1;2015;{45,7,12,6};1;http://doramatv.ru/shine_or_go_crazy
315;31633;Baby-faced Beauty;3,37;119;1;2011;{7,1,6};1;http://doramatv.ru/babyfaced_beauty
316;12050;Autumn in My Heart;3,94;132;1;2000;{6,7,10};1;http://doramatv.ru/autumn_in_my_heart
317;2715;Sassy Girl, Chun-hyang;3,81;130;1;2005;{1,6};1;http://doramatv.ru/delightful_girl_choon_hyang
318;28156;Ghost;4,3;126;1;2002;{6};1;http://doramatv.ru/be_with_me
319;33059;You Are My Oppa;3,96;113;1;2010;{1,37,34};0;http://doramatv.ru/you_are_my_oppa
320;51586;Voice;4,71;118;1;2017;{28,26};1;http://doramatv.ru/voice__2017_
321;27299;New Tales of Gisaeng;4,11;115;1;2011;{6,7};1;http://doramatv.ru/new_tales_of_gisaeng
322;34075;Waiting for Love;4,03;110;1;2013;{7,6};1;http://doramatv.ru/waiting_for_love
323;36946;Big Man;3,52;112;1;2014;{26,7,6};1;http://doramatv.ru/big_man
324;29553;Obstetrics and Gynecology Doctors;4,05;111;1;2010;{6,35};1;http://doramatv.ru/obstetrics_and_gynecology_doctors
325;33729;Yoo-ryeong;4,46;119;1;2012;{36,6,28,4};1;http://doramatv.ru/ghost__2012
326;34074;Suspicious Housekeeper;3,96;106;1;2013;{6};1;http://doramatv.ru/the_suspicious_housekeeper
327;34272;City Hall (2009);4,08;104;1;2009;{7};1;http://doramatv.ru/the_city_hall
328;30501;Padam Padam: The Sound of His and Her Heartbeats;3,94;104;1;2011;{7,12};1;http://doramatv.ru/padam_padam____the_sound_of_his_and_her_heartbeats
329;30819;Queen of Ambition;3,74;111;1;2013;{31,36,6,7};1;http://doramatv.ru/queen_of_ambition
330;36207;VIXX MyDol;4,23;101;1;2012;{32,37,96};0;http://doramatv.ru/my_dol_with_vixx
331;39596;The King's Face;3,41;108;1;2014;{6,7,26,45};1;http://doramatv.ru/the_king_s_face
332;43497;My Beautiful Bride;3,95;104;1;2015;{26,25,28,4};1;http://doramatv.ru/my_beautiful_bride
333;43529;4 Things Show;4,34;99;2;2014;{54,34,37};0;http://doramatv.ru/4_things_show
334;44124;Mrs. Cop;4,03;115;2;2015;{26,28,6};1;http://doramatv.ru/mrs__cop
335;32457;The Goddess of Fire, Jung-Yi;3,81;107;1;2013;{45,7};1;http://doramatv.ru/the_goddess_of_fire__jung_yi
336;48633;Falling for Challenge;4,18;105;1;2015;\N;1;http://doramatv.ru/falling_for_challenge
337;34605;Golden Rainbow;3,92;97;1;2013;{7,6,10};1;http://doramatv.ru/the_golden_rainbow
338;41984;2NE1 TV;4,19;98;3;2009;{37};0;
339;32945;The Painter of the Wind;4,02;110;1;2008;{45,6,7};1;http://doramatv.ru/the_painter_of_the_wind
340;6788;18, 29;3,77;103;1;2005;{6,1};1;http://doramatv.ru/18_vs__29
341;45163;Secret Message;3,82;100;1;2015;\N;1;http://doramatv.ru/secret_message
342;51885;The Miracle;3,78;102;1;2016;{12,7,10};1;http://doramatv.ru/the_miracle
343;1854;Yu-hee, the Witch;3,38;101;1;2007;{6,1,7};0;
344;42771;Let's Eat 2;3,98;95;2;2015;{6,1,7};1;http://doramatv.ru/let_s_eat_2
345;43957;I Order For You;3,79;95;1;2015;{7,1,56};1;http://doramatv.ru/i_order_you
346;4734;The Man of the Vineyard;3,93;96;1;2006;{6};1;http://doramatv.ru/the_vineyard_man
347;37646;Secret Love - Kara;3,83;91;1;2014;{7};1;http://doramatv.ru/secret_love__kara
348;28083;May Queen;4,42;95;1;2012;{6,7,10};1;http://doramatv.ru/may_queen
349;37166;A New Leaf;3,28;94;1;2014;{7,6};1;http://doramatv.ru/a_new_leaf
350;42189;Heard It Through the Grapevine;4,16;92;1;2015;{6,10,1};1;http://doramatv.ru/heard_it_through_the_grapevine
351;42845;VIXX TV;4,58;91;2;2012;{34,37};0;http://doramatv.ru/vixx_tv
352;35861;Special Affairs Team TEN;4,15;97;2;2011;{4,26,28};1;http://doramatv.ru/special_affairs_team_ten
353;37852;Jessica & Krystal;4,26;94;1;2014;{10,37,7};0;http://doramatv.ru/jessica___krystal___cover_girls
354;38096;B.A.P Attack!;4,6;90;1;2014;{37,50};0;http://doramatv.ru/b_a_p_attack_
355;42732;Idol Star Athletics Championships;4;92;1;2010;{44,37};0;http://doramatv.ru/idol_star_athletics_championships
356;44477;Six Flying Dragons;4,59;97;1;2015;{4,45,6};1;http://doramatv.ru/six_flying_dragons
357;48627;No Mercy;4,48;99;1;2014;{32};0;http://doramatv.ru/mnet_no_mercy
358;23153;Star King ;4,13;93;1;2007;{18,11,32,10,38,37};0;http://doramatv.ru/star_king
359;43795;King of Mask Singer;4,41;92;1;2015;{37,32};0;http://doramatv.ru/mystery_music_show__king_of_mask_singer
360;43584;Seventeen Project;4,2;96;1;2015;{32,37,2};0;http://doramatv.ru/seventeen_project__debut_big_plan_
361;24486;I Am Sam;3,17;93;1;2007;{7,1,6};1;http://doramatv.ru/i_am_sam
362;43018;Dr. Mo Clinic;3,51;85;1;2015;{1,7};1;http://doramatv.ru/dr__mo_clinic
363;51274;My Wife's Having an Affair This Week;3,88;85;1;2016;{6,7,1};1;http://doramatv.ru/my_wife_s_having_an_affair_this_week
364;2294;The Legend;4,27;105;1;2007;{5,12,6};1;http://doramatv.ru/the_story_of_the_first_king_s_four_gods
365;45263;Boys Over Flowers;4,27;94;1;2009;{6,7,1};1;http://doramatv.ru/boys_over_flowers__korea
366;36099;Adolescence Medley;3,75;83;1;2013;{7,6,1};1;http://doramatv.ru/adolescence_medley
367;15340;Hwang Jin Yi;4,57;141;1;2006;{6,45};1;http://doramatv.ru/hwang_jin_yi
368;29488;A Thousand Kisses;3,6;85;1;2011;{7,6};1;http://doramatv.ru/a_thousand_kisses
369;38180;We Got Married: Global Edition;3,78;82;2;2013;{7};0;http://doramatv.ru/we_got_married_global
370;6173;Winter Sonata;3,87;105;1;2002;{6,7};1;http://doramatv.ru/winter_sonata
371;24480;Haru : An Unforgettable Day in Korea;3,59;84;1;2010;{7,4,1,6,32};1;http://doramatv.ru/haru__an_unforgettable_day_in_korea
372;7940;Dal Ja's Spring;3,94;82;1;2007;{1,7,6};1;http://doramatv.ru/dal_ja_s_spring
373;32196;Ojakkyo Brothers;3,89;79;1;2011;{7,10};1;http://doramatv.ru/ojakkyo_brothers
374;32738;Her Legend;3,73;82;1;2013;{6,7};1;http://doramatv.ru/her_legend
375;43353;Love Cells;3,55;81;2;2011;{7,1,12};1;http://doramatv.ru/dating_dna
376;36023;My name is Kim Sam Soon;4,04;82;1;2005;{7,1,6};1;http://doramatv.ru/my_name_is_kim_sum_soon
377;42564;Super Daddy Yeol;3,7;80;1;2015;{10,1,6};1;http://doramatv.ru/super_daddy_yul
378;43335;Problematic Men ;4,41;80;1;2015;{92,37};0;http://doramatv.ru/hot_brain__problematic_men
379;6333;Snow White;3,4;86;1;2004;{7,1,6};1;http://doramatv.ru/snow_white
380;42094;VIXX File;4,44;76;1;2013;{37};0;
381;52342;The Universe's Star;4,29;81;1;2017;{12,7};1;http://doramatv.ru/three_color_fantasy__the_universe_s_star
382;35019;Cain and Abel;4,09;82;1;2009;{7,6,4,35};1;http://doramatv.ru/cain_and_abel
383;32955;Miss Ripley;3,5;74;1;2011;{6,7};1;http://doramatv.ru/miss_ripley
384;42544;VIXX Plan V Diary;4,58;75;1;2013;{1,37};0;
385;51557;GOT7's Hard Carry;4,76;82;1;2016;\N;0;http://doramatv.ru/got7_s_hard_carry
386;43210;Masked Prosecutor;3,24;81;1;2015;{4,6,7,1};1;http://doramatv.ru/masked_prosecutor
387;31612;Shinhwa Broadcast;4,65;78;2;2012;{1,37};1;http://doramatv.ru/shinhwa_broadcast
388;51919;Solomon's Perjury;4,36;77;1;2016;{28,25,114};1;http://doramatv.ru/solomon_s_perjury__2016_
389;52201;Defendant;4,65;74;1;2017;{114,26};1;http://doramatv.ru/defendant
390;30745;The World That They Live In;3,95;72;1;2008;{6,7};1;http://doramatv.ru/the_world_that_they_live_in
391;29171;Stars Falling From the Sky;3,74;73;1;2010;{1,7,6};1;http://doramatv.ru/stars_falling_from_the_sky
392;31592;Can We Get Married?;3,41;71;1;2012;{7,6,10};1;http://doramatv.ru/can_we_get_married
393;8871;Something About 1%;3,16;74;1;2003;{1,6};1;http://doramatv.ru/something_about_1___2016_
394;42777;Where Is My Friend's Home;4,5;72;1;2015;{1,50,10};0;http://doramatv.ru/my_friend_s_home
395;42980;MATCH UP: Block B Returns;4,48;73;1;2012;{32,1,37};0;http://doramatv.ru/match_up__block_b_returns
396;38022;Temptation (2014);4,03;68;1;2014;{7,10};1;http://doramatv.ru/triangle__2014
397;38790;The Spring Day of My Life;3,93;69;1;2014;{6,7,35};1;http://doramatv.ru/the_spring_days_of_my_life
398;27301;Killer K;3,25;71;1;2011;{26,4};1;http://doramatv.ru/killer_k
399;28084;Five Fingers (2012);4;69;1;2012;{32,7,6};1;http://doramatv.ru/five_fingers
400;28579;Hero: Unseen Warfare;3,45;65;1;2009;{1};1;http://doramatv.ru/hero_unseen_warfare
401;50580;Fantastic;3,67;66;1;2016;{1,6,7};1;http://doramatv.ru/fantastic
402;32742;The Blade and Petal;3,1;68;1;2013;{7,6,4,45};1;http://doramatv.ru/the_blade_and_petal
403;38769;Queen Seon Deok;3,94;77;1;2009;{45,6,7};1;http://doramatv.ru/queen_seon_duk
404;48805;Bad Tempered Grown-ups;3,68;66;1;2016;{7,6,1};1;http://doramatv.ru/ms__temper___nam_jung_gi
405;6820;Memories of Bali;3,75;68;1;2004;{6};1;http://doramatv.ru/what_happened_in_bali
406;29603;Gyeoul Yeonga;3,95;122;1;2009;{7,29,6};1;http://doramatv.ru/winter_sonata
407;48635;Monster;4,25;65;1;2016;{6,7,1};1;http://doramatv.ru/monster
408;28895;History of the Salaryman;4,17;65;1;2012;{6,97,1};1;http://doramatv.ru/history_of_the_salaryman
409;32458;Scandal (SK);4,11;112;1;2013;{7,28,6};1;http://doramatv.ru/scandal
410;38548;Reset;3,83;66;1;2014;{25,26,28};1;http://doramatv.ru/reset
411;42417;Super Junior Full House;4,22;61;1;2006;{37};0;
412;43172;Mackerel Run;3,46;67;1;2007;{2,1};1;http://doramatv.ru/mackerel_run
413;48705;Pied Piper;4,17;66;1;2016;{6,4,28,26};1;http://doramatv.ru/pied_piper
414;2493;The Lucifer;3,94;72;1;2007;{7,6};1;http://doramatv.ru/the_devil
415;7830;The Snow Queen (KR);3,74;62;1;2006;{6};1;http://doramatv.ru/the_snow_queen
416;28063;Chuno;4,35;65;1;2010;{6,5,45};1;http://doramatv.ru/slave_hunters
417;39640;The Virus;3,82;71;1;2013;{25,26,6};1;http://doramatv.ru/the_virus
418;9935;All In;4,17;82;1;2003;{28,6,4};1;http://doramatv.ru/all_in
419;15141;Soul Mate;3,97;69;1;2006;{6};1;http://doramatv.ru/soulmate
420;22809;The Return of Iljimae;3,96;61;1;2009;{45,7};1;http://doramatv.ru/the_return_of_iljimae
421;37609;Roommate;4,44;63;2;2014;\N;0;
422;42783;I Can See Your Voice;4,32;60;3;2015;{11,32};0;
423;51298;Star Show 360;4,35;61;1;2016;\N;0;
424;51540;Bangtan Bomb;4,82;62;1;NA;\N;0;
425;45316;Witch's Romance;4,21;60;1;2014;{7,1,6};1;http://doramatv.ru/witch_s_romance
426;50254;Devil's Diary;3,79;62;1;2016;{1,6,7};1;http://doramatv.ru/devil_s_diary
427;39227;Boarding House No. 24;4,15;63;1;2014;{1,7};1;http://doramatv.ru/boarding_house_number_24
428;42412;Super Junior Mini-Drama;4,05;58;1;2006;{37};0;
429;44030;A Song For You;3,8;60;4;2013;{1,32,54,37};0;
430;50385;Our Gab Soon;4,08;57;1;2016;{10,7,6};1;http://doramatv.ru/our_gab_soon
431;3011;Over the Rainbow (KR);3,7;61;1;2006;{6};1;http://doramatv.ru/over_the_rainbow
432;30120;Tree With Deep Roots;4,32;60;1;2011;{45,6};1;http://doramatv.ru/tree_with_deep_roots
433;50092;I'm Going to Touch You;3,57;55;1;2016;{6,7,1};1;http://doramatv.ru/i_m_going_to_touch_you
434;27300;Soul;3,96;66;1;2009;{28,26,6,30,25,7};1;http://doramatv.ru/soul
435;32513;9 End 2 Outs;4,03;58;1;2007;{1,7,6};1;http://doramatv.ru/9_end_2_outs
436;35967;MTV Diary BtoB;4,45;55;1;2012;{37};0;
437;39704;Saturday Night Live Korea;4,3;58;5;2011;{1,37,48};0;
438;43982;One Sunny Day;4,07;57;1;2014;{7};1;http://doramatv.ru/one_sunny_day
439;44616;Glamorous Temptation;3,58;55;1;2015;{10,7,6};1;http://doramatv.ru/glamorous_temptation
440;50122;Tomorrow Boy;3,61;55;1;2016;{6,7};1;http://doramatv.ru/tomorrow_boy
441;27224;Foxy Lady!;3,72;55;1;2006;{1,6};1;http://doramatv.ru/what_s_up__fox
442;30431;Sirius;3,95;56;1;2013;{10,28,6};1;http://doramatv.ru/sirius
443;38727;Manny;3,56;61;1;2011;{6};1;http://doramatv.ru/manny
444;42992;Signal B - Block B;4,35;55;1;2013;{37,32,1};0;
445;45284;Answer Me 1997;4,53;58;1;2012;{1,6,7};1;http://doramatv.ru/reply_1997
446;52105;Tomorrow with You;5;53;1;2017;{12,6,7};1;http://doramatv.ru/tomorrow_with_you
447;52173;Monsta X-ray;4,93;53;1;2017;\N;0;
448;2308;Biscuit Teacher and Star Candy;3,82;56;1;2005;{6,1};1;http://doramatv.ru/hello_my_teacher
449;30818;Ad Genius Lee Tae Baek;3,5;56;1;2013;{1,6,7};1;http://doramatv.ru/ad_genius_lee_tae_baek
450;32516;Incarnation of Money;4;54;1;2013;{6};1;http://doramatv.ru/incarnation_of_money
451;43370;I Love Lee Tae Ri;3,47;53;1;2012;{7,6};1;http://doramatv.ru/i_love_lee_tae_ri
452;44184;Prince's Prince;3,62;59;1;2015;{6,1};1;http://doramatv.ru/prince_of_prince
453;34634;High Kick Through the Roof;4,21;69;1;2009;{1,7};1;http://doramatv.ru/high_kick_through_the_roof
454;43966;Sesame Player;4,43;51;3;2011;{54,37,32,34,2};0;
455;49984;On the Way to the Airport;4,11;51;1;2016;{7,6};1;http://doramatv.ru/on_the_way_to_the_airport
456;52231;Chief Kim;4,3;50;1;2017;{1};1;http://doramatv.ru/chief_kim
457;26704;Capital Scandal;3,87;51;1;2007;{6,45,1,7};1;http://doramatv.ru/capital_scandal
458;48623;TWICE Private Life;4,53;49;1;2016;\N;0;
459;43081;One Mom and Three Dads;4,1;50;1;2008;{6,7};1;http://doramatv.ru/three_dads_and_one_mom
460;1922;Jewel in the Palace;4,39;90;1;2003;{6,35,7,45};1;http://doramatv.ru/jewel_in_the_palace
461;36406;All About My Romance;3,83;48;1;2013;{7,6,1};1;http://doramatv.ru/all_about_my_romance
462;43819;Happy Together (TV-show);4,05;52;1;2001;{1,37};0;
463;48784;Memory;4,27;47;1;2016;{6};1;http://doramatv.ru/memory
464;50274;Second to Last Love;3,82;50;1;2016;{42,6,7};1;http://doramatv.ru/second_to_last_love
465;3475;Loveholic;3,12;51;1;2005;{6};1;http://doramatv.ru/loveholic
466;43362;Music Video Drama;4,46;51;1;2014;{32,6};0;
467;44133;EXID Showtime;4,5;47;1;2015;{37,1,54};0;
468;6810;Lovers (2006);3,93;47;1;2006;{6};1;http://doramatv.ru/lovers
469;29356;Bad Couple (KR);3,13;48;1;2007;{6,1,7};1;http://doramatv.ru/defective_couple
470;34588;High Kick! The Revenge of the Short Legged;4,15;46;1;2011;{1,10,7};1;http://doramatv.ru/high_kick_3__the_revenge_of_the_short_legged
471;42462;Super Junior-M Guest House;4,08;45;1;2014;{50,37};0;
472;27305;Dream of 400 Years;3,63;47;1;2011;{7,12,6};1;http://doramatv.ru/dream_of_400_years
473;28891;East Of Eden (KR);3,92;49;1;2008;{10,4,6};1;http://doramatv.ru/east_of_eden
474;35657;Take Care of Us, Captain;3,88;47;1;2012;{7,6,50};1;http://doramatv.ru/take_care_of_us__captain
475;44118;Super Junior One Fine Day;4,54;44;1;2014;{50,54,37,34,32};0;
476;44379;I Have a Lover;4,07;46;1;2015;\N;1;http://doramatv.ru/i_have_a_lover
477;52253;Naked Fireman;4,1;45;1;2017;{6};1;http://doramatv.ru/naked_fireman
478;37165;Glorious Day;4,21;44;1;2014;{7,6,10};1;http://doramatv.ru/glorious_day
479;39128;The Legendary Witch;3,86;44;1;2014;{10,7};1;http://doramatv.ru/the_legendary_witch
480;48992;My Little Baby;4,17;44;1;2016;{6};1;http://doramatv.ru/my_little_baby
481;42895;Potato Star 2013QR3;4,39;44;1;2013;{7,1,6,10};1;http://doramatv.ru/potato_star_2013qr3
482;43308;Plus Nine Boys;4,19;45;1;2014;{7,1,6};1;http://doramatv.ru/plus_nine_boys
483;43374;Hello Counselor ;4,29;42;1;2010;{37,1,92};0;
484;5716;Thank You;4,17;42;1;2007;{6,7};1;http://doramatv.ru/thank_you
485;29228;Haeundae Lovers;3,29;41;1;2012;{4,7,6,1};1;http://doramatv.ru/haeundae_lovers
486;35348;Jungle Fish 2;3,96;44;1;2010;{2,6};1;http://doramatv.ru/jungle_fish_2
487;39755;Mnet Asian Music Awards (MAMA);4,53;41;1;2013;{32};0;
488;6804;Hello, My Lady!;3,65;42;1;2007;{7,6};1;http://doramatv.ru/hello__miss
489;24485;Princess Ja Myung Go;4,23;40;1;2009;{45,6};1;http://doramatv.ru/princess_ja_myung_go
490;26410;A Thousand Days' Promise;4;42;1;2011;{6,7};1;http://doramatv.ru/a_thousand_days_promise
491;33883;Heroes ;4,22;43;1;2010;{1};0;
492;35739;The Man Who Can't Get Married;4,05;45;1;2009;{6,7,1};1;http://doramatv.ru/the_man_who_can_t_get_married
493;48365;Heaven's Promise;3,55;42;1;2016;{6,7,28};1;http://doramatv.ru/heaven_s_promise
494;51558;GOT7ing;4,39;42;1;2016;\N;0;
495;2797;Spring Waltz;3,92;41;1;2006;{6};1;http://doramatv.ru/spring_waltz
496;34639;Unemployed Romance;2,95;39;1;2013;{1,7};1;http://doramatv.ru/unemployed_romance
497;37709;Endless Love;4;40;1;2014;{28,36,6,4,26,7,45};1;http://doramatv.ru/endless_love
498;43458;Feel So Goods;4;39;1;2015;{37,75};0;
499;46110;City Hunter;4,38;41;1;2011;{4,26,7};1;http://doramatv.ru/city_hunter
500;52199;Strong Woman Do Bong Soon;4,33;40;1;2017;{4,12,1};1;http://doramatv.ru/strong_woman_do_bong_soon
501;14725;First Love of a Royal Prince;3,39;41;1;2004;{1,6};1;http://doramatv.ru/prince_s_first_love
